id,ans
0,1
1,0
2,0
3,1
4,0
5,0
6,0
7,1
8,0
9,0
10,1
11,0
12,0
13,1
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,1
22,1
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,1
36,0
37,0
38,1
39,1
40,1
41,1
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,1
52,0
53,1
54,1
55,0
56,0
57,1
58,0
59,1
60,0
61,1
62,1
63,1
64,0
65,1
66,1
67,1
68,0
69,0
70,0
71,0
72,0
73,0
74,1
75,0
76,0
77,0
78,0
79,0
80,0
81,1
82,0
83,0
84,1
85,0
86,0
87,0
88,1
89,0
90,0
91,1
92,0
93,0
94,0
95,0
96,0
97,1
98,0
99,0
100,1
101,0
102,0
103,1
104,0
105,1
106,0
107,0
108,0
109,1
110,0
111,0
112,0
113,0
114,1
115,1
116,1
117,0
118,0
119,1
120,1
121,1
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,1
131,0
132,1
133,0
134,0
135,1
136,1
137,0
138,0
139,1
140,1
141,1
142,0
143,1
144,1
145,1
146,0
147,1
148,1
149,1
150,1
151,0
152,1
153,1
154,0
155,1
156,0
157,0
158,0
159,1
160,0
161,1
162,0
163,0
164,0
165,0
166,1
167,1
168,0
169,1
170,0
171,1
172,1
173,0
174,0
175,0
176,0
177,1
178,0
179,0
180,1
181,0
182,0
183,0
184,0
185,1
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,1
194,0
195,0
196,1
197,0
198,1
199,0
200,1
201,0
202,0
203,1
204,0
205,1
206,0
207,1
208,0
209,1
210,1
211,1
212,0
213,0
214,1
215,0
216,0
217,0
218,1
219,0
220,1
221,0
222,0
223,0
224,1
225,0
226,0
227,0
228,1
229,1
230,0
231,1
232,0
233,1
234,0
235,1
236,0
237,0
238,0
239,1
240,0
241,1
242,0
243,0
244,0
245,1
246,1
247,0
248,0
249,0
250,0
251,0
252,1
253,0
254,1
255,0
256,1
257,0
258,1
259,1
260,0
261,1
262,0
263,0
264,0
265,0
266,1
267,0
268,0
269,0
270,1
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,1
280,0
281,0
282,0
283,0
284,0
285,1
286,1
287,1
288,0
289,1
290,0
291,0
292,1
293,1
294,0
295,0
296,0
297,0
298,0
299,1
300,0
301,0
302,0
303,1
304,0
305,0
306,1
307,1
308,0
309,1
310,1
311,1
312,0
313,0
314,0
315,0
316,0
317,0
318,1
319,1
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,0
335,0
336,1
337,0
338,1
339,0
340,1
341,0
342,0
343,1
344,0
345,1
346,1
347,0
348,0
349,1
350,0
351,0
352,1
353,0
354,1
355,1
356,1
357,0
358,1
359,0
360,1
361,0
362,0
363,0
364,1
365,0
366,0
367,0
368,1
369,0
370,0
371,0
372,0
373,0
374,1
375,1
376,0
377,1
378,1
379,1
380,0
381,1
382,1
383,1
384,0
385,0
386,1
387,0
388,0
389,1
390,0
391,0
392,1
393,0
394,0
395,1
396,0
397,1
398,0
399,0
400,1
401,1
402,0
403,0
404,1
405,0
406,0
407,0
408,1
409,1
410,0
411,1
412,1
413,0
414,1
415,0
416,1
417,1
418,0
419,0
420,0
421,1
422,1
423,1
424,1
425,1
426,1
427,0
428,0
429,1
430,0
431,1
432,0
433,0
434,0
435,0
436,1
437,0
438,1
439,1
440,1
441,1
442,0
443,0
444,0
445,0
446,0
447,1
448,0
449,0
450,0
451,0
452,0
453,0
454,1
455,1
456,0
457,1
458,1
459,1
460,0
461,1
462,1
463,0
464,1
465,0
466,1
467,0
468,0
469,1
470,1
471,0
472,1
473,1
474,1
475,1
476,1
477,0
478,0
479,0
480,1
481,0
482,0
483,0
484,0
485,1
486,1
487,0
488,0
489,1
490,0
491,0
492,0
493,0
494,1
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,1
504,0
505,0
506,1
507,0
508,1
509,0
510,0
511,0
512,0
513,0
514,0
515,1
516,1
517,1
518,1
519,1
520,0
521,1
522,1
523,0
524,0
525,1
526,0
527,1
528,0
529,0
530,0
531,1
532,1
533,1
534,0
535,1
536,0
537,0
538,0
539,0
540,0
541,0
542,1
543,1
544,1
545,0
546,0
547,0
548,1
549,0
550,0
551,0
552,0
553,0
554,1
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,1
563,0
564,1
565,1
566,0
567,1
568,1
569,0
570,1
571,1
572,0
573,0
574,0
575,0
576,0
577,1
578,0
579,1
580,0
581,0
582,0
583,0
584,0
585,1
586,1
587,0
588,1
589,0
590,0
591,1
592,0
593,0
594,0
595,0
596,1
597,0
598,1
599,0
600,1
601,1
602,0
603,1
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,1
614,0
615,1
616,0
617,0
618,0
619,1
620,0
621,1
622,0
623,1
624,0
625,1
626,1
627,0
628,0
629,0
630,0
631,1
632,0
633,0
634,0
635,0
636,1
637,0
638,0
639,0
640,1
641,0
642,0
643,1
644,0
645,1
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,1
657,0
658,1
659,0
660,0
661,1
662,1
663,1
664,0
665,1
666,0
667,1
668,0
669,0
670,0
671,0
672,1
673,1
674,1
675,1
676,1
677,1
678,0
679,0
680,0
681,1
682,0
683,1
684,0
685,0
686,0
687,0
688,1
689,0
690,1
691,1
692,0
693,1
694,0
695,1
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,1
705,0
706,0
707,0
708,1
709,0
710,0
711,0
712,0
713,1
714,1
715,0
716,0
717,0
718,1
719,0
720,1
721,0
722,0
723,1
724,0
725,0
726,0
727,0
728,0
729,1
730,1
731,0
732,0
733,1
734,0
735,1
736,1
737,1
738,0
739,0
740,0
741,1
742,1
743,1
744,0
745,1
746,0
747,1
748,0
749,0
750,1
751,0
752,1
753,0
754,0
755,1
756,0
757,1
758,0
759,0
760,1
761,0
762,1
763,0
764,1
765,1
766,1
767,1
768,0
769,0
770,0
771,1
772,0
773,0
774,0
775,0
776,0
777,1
778,0
779,0
780,1
781,0
782,0
783,0
784,0
785,0
786,1
787,1
788,0
789,0
790,0
791,0
792,1
793,1
794,0
795,1
796,0
797,1
798,0
799,0
800,1
801,0
802,0
803,0
804,1
805,1
806,0
807,0
808,0
809,0
810,1
811,0
812,1
813,1
814,1
815,0
816,1
817,1
818,0
819,0
820,0
821,0
822,1
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,1
832,1
833,1
834,0
835,0
836,1
837,0
838,0
839,0
840,1
841,1
842,1
843,0
844,1
845,0
846,1
847,1
848,0
849,1
850,0
851,0
852,0
853,0
854,0
855,1
856,0
857,1
858,0
859,1
860,1
861,0
862,1
863,0
864,0
865,0
866,1
867,1
868,0
869,1
870,0
871,1
872,0
873,0
874,1
875,0
876,0
877,1
878,0
879,0
880,1
881,0
882,0
883,0
884,1
885,1
886,1
887,0
888,0
889,0
890,1
891,0
892,0
893,1
894,0
895,0
896,0
897,1
898,0
899,0
900,1
901,1
902,1
903,0
904,0
905,1
906,1
907,1
908,0
909,0
910,0
911,1
912,0
913,0
914,1
915,0
916,0
917,0
918,0
919,0
920,1
921,1
922,0
923,0
924,1
925,0
926,0
927,1
928,1
929,1
930,1
931,0
932,0
933,1
934,0
935,0
936,0
937,0
938,0
939,1
940,1
941,1
942,1
943,1
944,0
945,0
946,0
947,1
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,1
956,1
957,0
958,1
959,0
960,1
961,0
962,0
963,0
964,1
965,1
966,1
967,1
968,1
969,0
970,0
971,1
972,1
973,0
974,0
975,0
976,0
977,0
978,1
979,0
980,1
981,0
982,0
983,1
984,1
985,0
986,1
987,0
988,1
989,1
990,1
991,0
992,0
993,1
994,0
995,0
996,0
997,0
998,0
999,1
1000,0
1001,0
1002,0
1003,1
1004,0
1005,0
1006,1
1007,0
1008,0
1009,0
1010,1
1011,1
1012,0
1013,1
1014,1
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,1
1022,1
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,1
1031,1
1032,0
1033,1
1034,0
1035,0
1036,1
1037,1
1038,0
1039,1
1040,1
1041,1
1042,0
1043,1
1044,1
1045,1
1046,0
1047,0
1048,0
1049,0
1050,1
1051,1
1052,0
1053,0
1054,0
1055,0
1056,1
1057,1
1058,0
1059,0
1060,0
1061,0
1062,1
1063,0
1064,1
1065,0
1066,0
1067,0
1068,1
1069,0
1070,0
1071,1
1072,0
1073,0
1074,0
1075,1
1076,1
1077,0
1078,0
1079,0
1080,1
1081,0
1082,1
1083,0
1084,0
1085,0
1086,1
1087,0
1088,0
1089,1
1090,1
1091,1
1092,1
1093,1
1094,0
1095,1
1096,1
1097,0
1098,1
1099,1
1100,0
1101,0
1102,1
1103,1
1104,1
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,1
1113,0
1114,1
1115,1
1116,0
1117,0
1118,1
1119,0
1120,0
1121,0
1122,0
1123,1
1124,0
1125,1
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,1
1133,1
1134,1
1135,0
1136,1
1137,0
1138,1
1139,1
1140,0
1141,1
1142,0
1143,0
1144,1
1145,1
1146,1
1147,0
1148,1
1149,0
1150,0
1151,1
1152,0
1153,1
1154,1
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,1
1163,0
1164,1
1165,0
1166,0
1167,0
1168,1
1169,1
1170,0
1171,0
1172,0
1173,1
1174,0
1175,1
1176,1
1177,1
1178,0
1179,1
1180,0
1181,1
1182,1
1183,1
1184,1
1185,1
1186,0
1187,0
1188,0
1189,0
1190,0
1191,1
1192,0
1193,1
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,1
1202,0
1203,1
1204,0
1205,0
1206,1
1207,1
1208,0
1209,0
1210,1
1211,1
1212,0
1213,0
1214,1
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,1
1222,0
1223,1
1224,0
1225,1
1226,0
1227,0
1228,0
1229,0
1230,1
